Date,Abflugverspätung ZRH,anzahl_abfluege_total,piste_10_binär,piste_16,piste_28,piste_32,piste_34,regen,regen_imputiert,windgeschwindigkeit,maximale_windgeschwindigkeit,maximale_windgeschwindigkeit_imputiert,temperatur,oil_price,oil_price_imputiert,90_day_average_oil_price,oil_trend,oil_volatility_90,schnee_vorhanden,schnee_intensität,Feiertage,day_of_week,month,WEF
2022-01-01,19.5969387755102,201,False,21,141,35,4,0.0,False,6.0,16.0,False,2.7,77.24,True,79.33200000000001,-2.840571428571451,4.894700229541935,False,0.0,True,Saturday,1,False
2022-01-02,16.9651162790698,274,False,17,220,36,1,0.0,False,7.1,35.0,False,4.3,77.24,True,79.30799999999999,-2.530857142857144,4.8996560759833505,False,0.0,True,Sunday,1,False
2022-01-03,12.1297071129707,245,False,20,207,16,2,0.0,False,12.7,39.0,False,10.0,78.25,False,79.26133333333334,-2.1984761904761996,4.899123104292283,False,0.0,False,Monday,1,False
2022-01-04,13.529541864139,216,False,0,0,210,6,1.4,False,22.2,74.0,False,11.4,79.39,False,79.21166666666667,-1.71880952380954,4.8863069968448505,False,0.0,False,Tuesday,1,False
2022-01-05,9.48743718592965,212,False,3,104,98,7,14.5,False,13.5,41.0,False,2.1,80.6,False,79.18944444444445,-1.1037301587301727,4.880833728999232,False,0.0,False,Wednesday,1,False
2022-01-06,14.218009478673,216,False,20,145,49,2,0.8,False,4.8,14.8,False,0.0,81.99,False,79.17011111111111,-0.8029682539682597,4.871651427181984,True,0.8,False,Thursday,1,False
2022-01-07,10.4069264069264,234,False,20,188,23,3,0.7,False,10.7,34.0,False,0.1,82.28,False,79.16811111111112,-0.3181111111111079,4.870442818260141,True,0.7,False,Friday,1,False
2022-01-08,13.7124463519313,238,False,18,151,65,4,2.8,False,14.2,47.0,False,2.2,82.28,True,79.16933333333333,0.40066666666668027,4.87121833732454,False,0.0,False,Saturday,1,False
2022-01-09,15.7967479674797,254,False,11,106,129,8,11.3,False,16.0,63.0,False,2.7,82.28,True,79.17055555555557,1.1194444444444258,4.871993422882307,False,0.0,False,Sunday,1,False
2022-01-10,13.4712041884817,197,False,18,166,12,1,1.8,False,6.9,27.0,False,0.7,81.56,False,79.15422222222222,1.8557777777777744,4.858914887363835,True,1.8,False,Monday,1,False
2022-01-11,4.48502994011976,172,False,15,147,5,5,0.0,False,12.3,40.0,False,1.5,84.98,False,79.13233333333334,2.350523809523807,4.843393519683907,False,0.0,False,Tuesday,1,False
2022-01-12,9.57738095238095,173,False,18,143,6,6,0.0,False,11.6,32.0,False,-0.7,85.83,False,79.14844444444444,3.132984126984141,4.860567523878409,False,0.0,False,Wednesday,1,False
2022-01-13,6.51851851851852,192,False,14,164,11,3,0.0,False,9.3,27.0,False,-1.7,85.8,False,79.17033333333333,3.8582380952381072,4.88639097305693,False,0.0,False,Thursday,1,False
2022-01-14,11.8695652173913,214,False,16,185,9,4,0.0,False,3.8,13.0,False,-1.9,87.17,False,79.18288888888888,4.389968253968263,4.902107605538546,False,0.0,False,Friday,1,False
2022-01-15,10.4385026737968,189,False,18,149,16,6,0.0,False,5.2,14.0,False,-1.9,87.17,True,79.21066666666667,5.060761904761918,4.940482576620107,False,0.0,False,Saturday,1,False
2022-01-16,10.7578947368421,193,False,16,150,18,9,0.0,False,8.5,30.0,False,-0.3,87.17,True,79.23844444444444,5.731555555555559,4.978405031150186,False,0.0,False,Sunday,1,False
2022-01-17,5.24864864864865,191,False,16,165,7,3,0.0,False,7.8,26.0,False,2.4,87.82,False,79.27222222222223,6.396349206349214,5.022087792219313,False,0.0,False,Monday,1,False
2022-01-18,6.96273291925466,169,False,10,149,9,1,0.0,False,9.3,37.0,False,1.7,88.83,False,79.30333333333334,7.259523809523799,5.066570322364023,False,0.0,False,Tuesday,1,False
2022-01-19,4.67664670658683,172,False,12,103,52,5,0.0,False,10.1,41.0,False,1.9,89.64,False,79.33744444444444,7.775412698412694,5.120575494585985,False,0.0,False,Wednesday,1,False
2022-01-20,7.62576687116564,165,False,13,139,12,1,0.3,False,8.4,32.0,False,1.8,89.75,False,79.39366666666668,8.263476190476183,5.205852249195,True,0.3,False,Thursday,1,False
2022-01-21,8.29015544041451,202,False,17,171,12,2,0.0,False,4.6,33.0,False,-0.4,89.75,False,79.44166666666666,8.779761904761898,5.28150137191805,False,0.0,False,Friday,1,False
2022-01-22,9.68926553672316,182,False,15,130,32,5,0.0,False,4.3,14.8,False,0.1,89.75,True,79.48966666666668,9.100333333333325,5.355647119388555,False,0.0,False,Saturday,1,False
2022-01-23,6.93717277486911,196,False,19,135,38,4,0.0,False,9.2,32.0,False,0.4,89.75,True,79.53766666666667,9.420904761904765,5.428351095680596,False,0.0,False,Sunday,1,False
2022-01-24,4.1123595505618,187,False,18,158,7,4,0.0,False,7.4,21.0,False,0.3,87.74,False,79.59211111111111,9.735031746031737,5.506244360161192,False,0.0,False,Monday,1,False
2022-01-25,4.78321678321678,144,False,12,125,5,2,0.0,False,6.3,18.0,False,0.4,89.49,False,79.62133333333334,9.694380952380953,5.5427154745178715,False,0.0,False,Tuesday,1,False
2022-01-26,5.66265060240964,172,False,17,144,8,3,0.0,False,6.7,17.0,False,-0.7,91.22,False,79.681,9.729,5.620051391264019,False,0.0,False,Wednesday,1,False
2022-01-27,8.91847826086957,188,False,18,159,11,0,2.8,False,8.7,30.0,False,-0.8,90.7,False,79.76788888888889,9.867825396825396,5.73742014106996,True,2.8,False,Thursday,1,False
2022-01-28,9.47342995169082,213,False,18,181,12,2,0.0,False,5.4,21.0,False,2.3,91.47,False,79.85233333333333,9.919095238095238,5.8419900122620865,False,0.0,False,Friday,1,False
2022-01-29,6.30588235294118,181,False,5,80,85,11,0.0,False,9.9,39.0,False,2.7,91.47,True,79.94533333333334,10.07180952380952,5.959707254706134,False,0.0,False,Saturday,1,False
2022-01-30,8.55154639175258,197,False,4,61,122,10,0.0,False,10.1,38.0,False,5.3,91.47,True,80.03833333333334,10.224523809523802,6.073704097227106,False,0.0,False,Sunday,1,False
2022-01-31,11.6066666666667,180,False,0,25,145,10,5.4,False,18.4,72.0,False,2.7,92.35,False,80.11566666666667,10.392904761904745,6.174747786324415,False,0.0,False,Monday,1,False
2022-02-01,5.72666666666667,155,False,8,98,44,5,1.3,False,18.9,54.0,False,1.8,90.24,False,80.20377777777777,10.963365079365076,6.292318587650227,True,1.3,False,Tuesday,2,False
2022-02-02,10.6346153846154,163,False,16,133,8,6,2.0,False,14.4,42.6,False,5.7,91.43,False,80.30533333333332,10.968952380952388,6.380091612881683,False,0.0,False,Wednesday,2,False
2022-02-03,10.3406593406593,189,False,19,153,15,2,0.1,False,6.0,16.0,False,5.9,92.99,False,80.43066666666667,10.873619047619059,6.486906397254452,False,0.0,False,Thursday,2,False
2022-02-04,6.50490196078431,207,False,14,118,67,8,0.2,False,12.2,44.0,False,5.3,96.86,False,80.548,11.08342857142857,6.6176614559877995,False,0.0,False,Friday,2,False
2022-02-05,13.2983425414365,194,False,23,144,24,3,2.0,False,9.4,36.0,False,3.4,96.86,True,80.70833333333333,11.693095238095239,6.835007582416022,False,0.0,False,Saturday,2,False
2022-02-06,13.1020408163265,201,False,1,19,174,7,0.6,False,25.8,87.0,False,3.6,96.86,True,80.86866666666667,12.302761904761894,7.041961581927825,False,0.0,False,Sunday,2,False
2022-02-07,7.09770114942529,184,False,2,38,138,6,6.3,False,18.4,91.0,False,3.5,97.28,False,81.02022222222222,12.921206349206358,7.237206919454864,False,0.0,False,Monday,2,False
2022-02-08,4.24489795918367,152,False,13,131,5,3,0.0,False,7.4,18.0,False,2.6,96.07,False,81.162,13.48371428571427,7.428982448809406,False,0.0,False,Tuesday,2,False
2022-02-09,5.2638036809816,168,False,17,140,8,3,0.0,False,5.1,18.0,False,2.5,94.95,False,81.30822222222223,14.1703492063492,7.59150849952604,False,0.0,False,Wednesday,2,False
2022-02-10,8.20320855614973,194,False,15,118,58,3,0.0,False,9.4,35.0,False,4.4,96.37,False,81.43655555555556,14.544873015873009,7.723740893877421,False,0.0,False,Thursday,2,False
2022-02-11,8.5,218,False,16,161,37,4,9.7,False,7.7,35.0,False,4.6,97.5,False,81.58622222222222,14.87806349206349,7.881317345224014,False,0.0,False,Friday,2,False
2022-02-12,14.9715639810426,226,False,22,148,47,9,0.0,False,7.6,18.0,False,0.6,97.5,True,81.74844444444444,14.807269841269843,8.056962501096116,False,0.0,False,Saturday,2,False
2022-02-13,10.9665071770335,213,False,22,150,40,1,0.0,False,6.1,19.0,False,1.5,97.5,True,81.91066666666667,14.736476190476182,8.225624773921272,False,0.0,False,Sunday,2,False
2022-02-14,6.81318681318681,187,False,22,154,9,2,0.1,False,6.8,34.0,False,2.1,101.66,False,82.08355555555555,14.65501587301587,8.388164925148091,False,0.0,False,Monday,2,False
2022-02-15,9.07272727272727,172,False,9,114,46,3,0.4,False,11.0,34.0,False,4.7,98.43,False,82.29255555555555,15.071730158730176,8.638088578767338,False,0.0,False,Tuesday,2,False
2022-02-16,7.38456439393939,180,False,17,144,15,4,4.5,False,17.2,51.8,False,5.4,97.44,False,82.48988888888888,15.21153968253968,8.801911755369533,False,0.0,False,Wednesday,2,False
2022-02-17,10.0855614973262,190,False,0,1,181,8,5.8,False,28.2,82.0,False,10.3,95.28,False,82.65644444444445,15.400698412698418,8.94186119317458,False,0.0,False,Thursday,2,False
2022-02-18,14.0049019607843,213,False,15,123,68,7,0.8,False,17.4,77.0,False,9.9,96.18,False,82.82355555555556,15.077873015873024,9.036234215037409,False,0.0,False,Friday,2,False
2022-02-19,18.304932735426,234,False,12,101,112,9,1.5,False,12.6,57.0,False,4.9,96.18,True,83.00066666666666,14.712190476190486,9.140636985154865,False,0.0,False,Saturday,2,False
2022-02-20,14.648401826484,231,False,2,0,219,10,0.0,False,25.3,66.0,False,7.3,96.18,True,83.17777777777778,14.346507936507948,9.24042848583045,False,0.0,False,Sunday,2,False
2022-02-21,14.6391752577319,197,False,0,0,187,10,7.2,False,27.0,74.0,False,5.8,98.95,False,83.34677777777777,13.988936507936515,9.33816872403796,False,0.0,False,Monday,2,False
2022-02-22,3.9367816091954,175,False,13,153,8,1,1.7,False,17.7,45.0,False,6.1,98.73,False,83.51922222222223,13.429349206349201,9.48191741238184,False,0.0,False,Tuesday,2,False
2022-02-23,7.17751479289941,175,False,20,141,10,4,0.5,False,7.9,33.3,False,7.3,99.29,False,83.70100000000001,13.290428571428578,9.615515674439527,False,0.0,False,Wednesday,2,False
2022-02-24,9.35609756097561,212,False,14,101,94,3,0.0,False,13.0,54.0,False,5.4,101.29,False,83.89255555555556,13.363158730158716,9.752996262297216,False,0.0,False,Thursday,2,False
2022-02-25,13.6301369863014,225,False,3,74,136,12,0.9,False,12.6,59.0,False,3.5,98.56,False,84.21388888888889,13.90039682539684,9.84507641668849,False,0.0,False,Friday,2,False
2022-02-26,20.6181818181818,227,True,24,64,12,6,0.6,False,13.9,42.0,False,2.2,98.56,True,84.50488888888889,13.949396825396832,9.878067891466094,False,0.0,False,Saturday,2,False
2022-02-27,19.6455696202532,243,True,25,15,53,3,0.0,False,16.0,54.0,False,2.1,98.56,True,84.7958888888889,13.998396825396824,9.902305587214054,False,0.0,False,Sunday,2,False
2022-02-28,10.3419689119171,200,False,20,167,10,3,0.0,False,6.2,28.0,False,1.1,103.08,False,85.0761111111111,14.05817460317462,9.93128047623401,False,0.0,False,Monday,2,False
2022-03-01,9.12068965517241,181,False,17,155,5,4,0.0,True,5.7,33.0,False,1.4,110.93,False,85.43411111111111,14.29017460317462,9.993597376662734,False,0.0,False,Tuesday,3,False
2022-03-02,8.89285714285714,201,False,20,169,8,4,0.0,False,3.7,15.0,False,1.8,118.94,False,85.89411111111112,15.573031746031745,10.203911223505296,False,0.0,False,Wednesday,3,False
2022-03-03,9.39013452914798,231,False,21,196,10,4,0.0,False,6.2,20.0,False,4.7,115.36,False,86.43166666666666,17.842619047619067,10.65155548592137,False,0.0,False,Thursday,3,False
2022-03-04,9.47755102040816,258,False,29,212,15,2,0.0,False,12.7,33.3,False,3.0,123.86,False,86.92777777777778,19.35650793650794,10.946795619362023,False,0.0,False,Friday,3,False
2022-03-05,10.8317757009346,223,False,30,156,33,4,0.0,False,10.9,31.0,False,0.9,123.86,True,87.51833333333333,22.3802380952381,11.48260161669119,False,0.0,False,Saturday,3,False
2022-03-06,10.8666666666667,230,False,29,149,48,4,0.0,False,14.5,39.0,False,0.3,123.86,True,88.10888888888888,25.403968253968245,11.96505731304151,False,0.0,False,Sunday,3,False
2022-03-07,12.7355769230769,212,True,24,69,7,2,0.0,False,14.2,40.0,False,0.5,129.02,False,88.66977777777778,28.457365079365076,12.44058201407544,False,0.0,False,Monday,3,False
2022-03-08,7.89325842696629,184,False,17,159,7,1,0.0,False,8.9,28.0,False,0.0,133.18,False,89.264,31.56885714285714,13.067813430913645,False,0.0,False,Tuesday,3,False
2022-03-09,6.55882352941176,208,False,20,175,10,3,0.0,False,3.7,16.7,False,2.1,116.58,False,89.9,34.111428571428576,13.78527589352758,False,0.0,False,Wednesday,3,False
2022-03-10,9.1889400921659,224,False,25,188,10,1,0.0,False,7.6,32.0,False,3.7,114.54,False,90.372,33.302285714285716,13.964297509857726,False,0.0,False,Thursday,3,False
2022-03-11,9.90265486725664,238,False,28,192,13,5,0.0,False,6.4,32.0,False,4.0,118.11,False,90.81155555555556,32.74558730158729,14.096350863447485,False,0.0,False,Friday,3,False
2022-03-12,10.0478468899521,222,False,33,144,36,9,0.0,False,9.1,36.0,False,6.6,118.11,True,91.29077777777778,31.444936507936504,14.283970211612756,False,0.0,False,Saturday,3,False
2022-03-13,8.00446428571429,230,False,0,177,47,6,0.0,False,7.6,33.0,False,6.9,118.11,True,91.77,30.14428571428573,14.45309772013818,False,0.0,False,Sunday,3,False
2022-03-14,7.6,206,False,20,177,7,2,0.6,False,10.0,44.0,False,9.3,110.39,False,92.2587777777778,28.83407936507936,14.592657367703262,False,0.0,False,Monday,3,False
2022-03-15,6.76966292134831,181,False,13,160,6,2,2.0,False,7.2,23.0,False,6.6,105.14,False,92.67011111111111,25.76131746031747,14.575988604816436,False,0.0,False,Tuesday,3,False
2022-03-16,6.02525252525253,203,False,22,169,9,3,0.0,False,8.4,22.2,False,8.2,104.61,False,93.01933333333334,21.406380952380957,14.49289898187642,False,0.0,False,Wednesday,3,False
2022-03-17,6.54794520547945,229,False,25,189,13,2,0.0,False,9.9,37.0,False,8.9,113.5,False,93.35233333333335,19.363380952380936,14.409925734122279,False,0.0,False,Thursday,3,False
2022-03-18,10.831223628692,240,True,23,33,17,6,0.1,False,24.0,71.0,False,9.0,114.32,False,93.80266666666667,18.764476190476188,14.399097724541527,False,0.0,False,Friday,3,False
2022-03-19,15.0787037037037,220,True,27,13,42,4,0.0,False,21.2,72.0,False,8.1,114.32,True,94.26211111111111,17.763603174603162,14.386592657822783,False,0.0,False,Saturday,3,False
2022-03-20,12.4784482758621,241,False,27,159,52,3,0.0,True,6.5,23.0,False,7.3,114.32,True,94.72155555555557,16.76273015873015,14.359218619089603,False,0.0,False,Sunday,3,False
2022-03-21,9.03381642512077,208,False,24,173,7,4,0.0,False,10.4,40.0,False,7.6,122.29,False,95.20833333333333,15.734523809523807,14.271536475473988,False,0.0,False,Monday,3,False
2022-03-22,4.53977272727273,185,False,12,160,11,2,0.0,False,4.6,22.0,False,7.3,121.53,False,95.75766666666667,16.885190476190473,14.352541023115824,False,0.0,False,Tuesday,3,False
2022-03-23,5.58080808080808,202,False,19,172,8,3,0.0,False,4.6,20.4,False,7.8,127.52,False,96.27811111111112,18.706174603174603,14.42905253529022,False,0.0,False,Wednesday,3,False
2022-03-24,7.66666666666667,226,False,24,185,15,2,0.0,False,4.1,19.0,False,8.6,123.98,False,96.84766666666665,21.409476190476198,14.640147206388221,False,0.0,False,Thursday,3,False
2022-03-25,10.0873278236915,250,True,23,154,16,2,0.0,False,9.4,42.0,False,9.6,122.67,False,97.38922222222223,22.365063492063484,14.73305343210314,False,0.0,False,Friday,3,False
2022-03-26,9.31428571428571,217,True,33,76,40,6,0.0,False,15.9,45.0,False,11.4,122.67,True,97.91622222222222,23.030920634920633,14.780084123293516,False,0.0,False,Saturday,3,False
2022-03-27,13.0451127819549,280,False,25,189,59,7,0.0,False,6.6,22.2,False,10.8,122.67,True,98.44322222222222,23.696777777777783,14.808011711534279,False,0.0,False,Sunday,3,False
2022-03-28,9.47773279352227,256,False,23,213,18,2,0.0,False,6.2,25.0,False,10.2,114.5,False,98.97022222222222,24.36263492063493,14.816944216170757,False,0.0,False,Monday,3,False
2022-03-29,7.47085201793722,231,False,19,192,13,7,0.0,False,9.8,35.0,False,11.5,112.79,False,99.40644444444445,22.813555555555553,14.687818028963065,False,0.0,False,Tuesday,3,False
2022-03-30,7.03628257887517,257,False,20,201,30,6,8.8,False,7.7,30.0,False,9.9,115.59,False,99.786,21.18542857142856,14.585910224550574,False,0.0,False,Wednesday,3,False
2022-03-31,13.8598002496879,278,False,20,144,110,4,0.0,True,7.7,32.0,False,7.9,107.29,False,100.1968888888889,19.07025396825395,14.50330839005969,False,0.0,False,Thursday,3,False
2022-04-01,24.6881111111111,311,False,25,182,99,5,12.1,False,10.3,37.0,False,3.0,106.13,False,100.53077777777776,16.35207936507939,14.313523912859203,False,0.0,False,Friday,4,False
2022-04-02,28.2224,261,False,27,181,49,4,3.3,False,10.3,29.0,False,0.3,106.13,True,100.85177777777777,13.66822222222224,14.107798192407634,True,3.3,False,Saturday,4,False
2022-04-03,14.7118644067797,303,False,31,186,80,6,0.0,False,12.9,36.0,False,0.8,106.13,True,101.17277777777777,10.984365079365077,13.89152890589506,False,0.0,False,Sunday,4,False
2022-04-04,10.3444444444444,276,False,18,233,21,4,0.0,False,11.3,44.0,False,3.0,108.15,False,101.48255555555556,8.311730158730143,13.683920241328263,False,0.0,False,Monday,4,False
2022-04-05,11.4210526315789,230,False,20,191,16,3,0.0,False,11.5,32.0,False,7.5,106.6,False,101.80211111111112,7.085031746031746,13.496734644162212,False,0.0,False,Tuesday,4,False
2022-04-06,9.76061776061776,266,False,18,137,107,4,0.0,False,9.9,35.0,False,10.9,100.81,False,102.09100000000001,5.91185714285713,13.31484911119648,False,0.0,False,Wednesday,4,False
2022-04-07,18.0985224586288,288,False,0,7,265,16,0.0,True,28.9,89.0,False,10.3,99.83,False,102.30011111111111,3.5913174603174696,13.142280469635736,False,0.0,False,Thursday,4,False
2022-04-08,22.1255801687764,320,False,12,92,207,9,24.8,False,24.9,80.0,False,10.5,101.26,False,102.4951111111111,2.3306031746031977,12.970975831927854,False,0.0,False,Friday,4,False
2022-04-09,18.4052044609665,273,False,6,33,227,7,3.1,False,15.8,82.0,False,6.2,101.26,True,102.706,1.4240000000000066,12.791669146384251,False,0.0,False,Saturday,4,False
2022-04-10,17.1061643835616,296,False,32,179,80,5,0.1,False,6.4,33.0,False,5.5,101.26,True,102.91688888888889,0.5173968253968155,12.606245967901902,False,0.0,False,Sunday,4,False
2022-04-11,11.7785977859778,276,False,27,226,19,4,0.0,False,5.1,21.0,False,7.5,97.92,False,103.13577777777779,-0.3972063492063569,12.400601831877195,False,0.0,False,Monday,4,False
2022-04-12,9.37154150197628,261,False,25,215,19,2,0.0,False,4.8,15.0,False,11.3,104.42,False,103.27955555555556,-2.002412698412712,12.261971899185971,False,0.0,False,Tuesday,4,False
2022-04-13,12.5611510791367,287,False,41,217,26,3,0.0,False,5.7,25.0,False,14.9,108.49,False,103.48611111111111,-2.52039682539683,12.12048768760009,False,0.0,False,Wednesday,4,False
2022-04-14,15.9904458598726,324,False,25,207,89,3,0.0,False,8.4,30.0,False,15.4,110.83,False,103.73822222222223,-1.6753650793650792,11.983684468192802,False,0.0,False,Thursday,4,False
2022-04-15,15.8616352201258,328,False,38,201,83,6,2.1,False,10.1,36.0,False,15.7,110.83,True,104.00111111111111,-0.36682539682540494,11.87516580080048,False,0.0,True,Friday,4,False
2022-04-16,12.9615384615385,268,True,30,55,68,1,0.0,False,20.0,48.2,False,11.2,110.83,True,104.264,0.7374285714285804,11.759704842279204,False,0.0,False,Saturday,4,False
2022-04-17,19.041958041958,292,True,29,11,69,5,0.0,False,21.3,57.0,False,9.4,110.83,True,104.52688888888889,1.8416825396825232,11.637094954337897,False,0.0,False,Sunday,4,False
2022-04-18,10.9034482758621,295,False,31,188,73,3,0.0,False,9.5,32.0,False,9.3,110.83,True,104.78255555555556,2.9531587301587194,11.518076809769596,False,0.0,True,Monday,4,False
2022-04-19,10.2406015037594,271,False,23,222,21,5,0.0,False,5.6,42.0,False,10.9,105.49,False,105.027,4.5530000000000115,11.4086464795075,False,0.0,False,Tuesday,4,False
2022-04-20,11.9198473282443,265,True,31,96,25,3,0.0,False,15.8,41.0,False,11.1,105.05,False,105.20311111111111,4.529746031746029,11.290174374350592,False,0.0,False,Wednesday,4,False
2022-04-21,12.2732502965599,289,True,29,121,28,4,0.0,False,14.1,41.0,False,10.5,107.2,False,105.37311111111111,3.868317460317442,11.16942009543966,False,0.0,False,Thursday,4,False
2022-04-22,14.612569213732,317,False,36,241,35,5,0.0,False,10.8,38.0,False,10.5,105.15,False,105.56700000000001,3.155857142857144,11.04594678319045,False,0.0,False,Friday,4,False
2022-04-23,13.3627878787879,283,False,34,176,67,6,0.0,False,12.2,32.0,False,10.2,105.15,True,105.73811111111111,2.173317460317463,10.916698362306244,False,0.0,False,Saturday,4,False
2022-04-24,16.9276729559748,327,False,22,144,149,12,16.3,False,13.3,64.0,False,9.1,105.15,True,105.90922222222223,1.1907777777777682,10.783155843724936,False,0.0,False,Sunday,4,False
2022-04-25,12.0519031141868,296,False,27,227,35,7,3.9,False,9.3,32.0,False,10.5,99.27,False,106.10266666666668,0.18590476190475158,10.608292262145586,False,0.0,False,Monday,4,False
2022-04-26,11.3893129770992,267,False,21,215,24,7,0.0,True,8.8,42.0,False,9.1,102.89,False,106.21133333333331,-1.5741904761904522,10.485588740550137,False,0.0,False,Tuesday,4,False
2022-04-27,6.73703703703704,279,False,24,233,13,9,0.0,False,13.9,37.0,False,10.1,103.3,False,106.34100000000001,-2.0752857142857266,10.36963577854941,False,0.0,False,Wednesday,4,False
2022-04-28,12.8580858085808,314,True,22,183,28,9,0.0,False,13.0,44.0,False,11.6,105.78,False,106.481,-2.465285714285713,10.240344649440397,False,0.0,False,Thursday,4,False
2022-04-29,11.0864197530864,331,False,27,265,32,7,0.0,False,6.6,40.0,False,12.3,108.36,False,106.64,-2.82714285714286,10.11497976915099,False,0.0,False,Friday,4,False
2022-04-30,11.9037037037037,275,False,19,165,84,7,7.7,False,5.8,33.0,False,11.3,108.36,True,106.82766666666666,-2.5562380952380863,9.98622670020373,False,0.0,False,Saturday,4,False
2022-05-01,12.1487341772152,323,False,24,209,84,6,0.0,False,8.2,24.0,False,11.2,108.36,True,107.01533333333333,-2.2853333333333268,9.852177561160067,False,0.0,True,Sunday,5,False
2022-05-02,11.2368421052631,310,False,25,254,25,6,0.0,False,7.5,28.0,False,11.6,108.36,True,107.19322222222223,-2.0046507936507965,9.728164235263575,False,0.0,False,Monday,5,False
2022-05-03,9.0,268,False,19,230,13,6,2.2,False,6.0,43.0,False,12.2,104.94,False,107.39455555555554,-0.9074126984126849,9.559400592499866,False,0.0,False,Tuesday,5,False
2022-05-04,12.4160583941606,282,False,19,231,21,11,0.1,False,6.2,37.0,False,12.5,110.53,False,107.54466666666667,-0.7646666666666846,9.410811520965805,False,0.0,False,Wednesday,5,False
2022-05-05,11.0202702702703,302,False,17,229,49,7,23.9,False,6.9,31.0,False,12.0,112.11,False,107.73955555555557,0.07330158730158587,9.286813039437147,False,0.0,False,Thursday,5,False
2022-05-06,13.3957703927492,343,False,28,273,35,7,11.4,False,8.7,26.0,False,12.1,113.86,False,107.90899999999999,0.8081428571428688,9.224995240703807,False,0.0,False,Friday,5,False
2022-05-07,12.3228070175438,289,True,30,176,68,6,0.7,False,9.4,31.5,False,13.1,113.86,True,108.09788888888889,1.4049682539682493,9.170097164697012,False,0.0,False,Saturday,5,False
2022-05-08,12.3766233766234,312,False,29,204,70,9,0.0,False,11.9,36.0,False,14.5,113.86,True,108.28677777777777,2.0017936507936582,9.110909231723843,False,0.0,False,Sunday,5,False
2022-05-09,9.56040268456376,303,False,27,247,21,8,0.0,False,8.8,31.0,False,15.6,106.67,False,108.47100000000002,2.60328571428569,9.053293279988216,False,0.0,False,Monday,5,False
2022-05-10,7.08118081180812,280,False,14,243,17,6,0.0,False,5.3,23.0,False,16.8,102.61,False,108.58877777777778,2.244079365079358,8.958605783854344,False,0.0,False,Tuesday,5,False
2022-05-11,8.57191780821918,303,False,20,259,19,5,0.2,False,11.4,48.0,False,19.7,107.7,False,108.67388888888888,1.8261111111111177,8.86345643569777,False,0.0,False,Wednesday,5,False
2022-05-12,10.6946509009009,303,False,20,216,58,9,0.0,False,13.4,54.0,False,20.8,108.06,False,108.79977777777779,1.2959365079365028,8.76667143446968,False,0.0,False,Thursday,5,False
2022-05-13,15.49375,333,False,25,265,32,11,0.4,False,8.5,31.0,False,17.6,112.12,False,108.91711111111113,0.6000317460317319,8.684013627588422,False,0.0,False,Friday,5,False
2022-05-14,9.51063829787234,288,False,30,189,65,4,0.0,False,6.1,18.5,False,17.8,112.12,True,109.07955555555557,0.18901587301586176,8.60442098426173,False,0.0,False,Saturday,5,False
2022-05-15,13.7784810126582,320,False,33,201,80,6,0.0,False,5.9,21.0,False,18.4,112.12,True,109.242,-0.2220000000000084,8.520954105990777,False,0.0,False,Sunday,5,False
2022-05-16,22.9835526315789,313,False,12,137,147,17,0.0,True,10.5,37.0,False,19.5,114.86,False,109.35822222222222,-0.586793650793652,8.487646750766043,False,0.0,False,Monday,5,False
2022-05-17,9.82213438735178,267,False,22,221,20,4,0.0,False,9.6,26.0,False,18.9,112.89,False,109.54077777777778,0.40065079365079725,8.426427959242647,False,0.0,False,Tuesday,5,False
2022-05-18,8.02787456445993,295,False,33,238,19,5,0.0,False,10.1,34.0,False,20.2,110.04,False,109.71244444444446,1.6975555555555388,8.3340060522475,False,0.0,False,Wednesday,5,False
2022-05-19,20.35,311,False,27,238,38,8,0.0,False,8.7,41.0,False,20.9,113.22,False,109.87644444444443,1.8678412698412927,8.190803737586561,False,0.0,False,Thursday,5,False
2022-05-20,26.7899686520376,334,False,25,170,135,4,0.0,False,9.6,55.0,False,22.5,113.63,False,110.06577777777778,2.415650793650812,8.066650165581697,False,0.0,False,Friday,5,False
2022-05-21,22.4096774193548,315,False,21,112,172,10,1.0,False,11.1,39.0,False,20.0,113.63,True,110.25966666666667,2.437476190476204,7.937827717732418,False,0.0,False,Saturday,5,False
2022-05-22,19.42776203966,362,False,31,236,91,4,0.1,False,8.7,21.0,False,17.1,113.63,True,110.45355555555555,2.45930158730161,7.802008861322597,False,0.0,False,Sunday,5,True
2022-05-23,41.0154320987654,338,False,12,166,154,6,6.8,False,9.3,52.0,False,18.0,115.13,False,110.61666666666666,2.5119047619047876,7.711739919386947,False,0.0,False,Monday,5,True
2022-05-24,19.4405594405594,303,False,7,146,141,9,2.9,False,9.3,49.0,False,14.7,115.77,False,110.79888888888888,2.368253968253981,7.620936485029936,False,0.0,False,Tuesday,5,True
2022-05-25,22.2278929188256,410,False,33,330,40,7,1.3,False,6.4,23.0,False,15.7,116.41,False,110.98199999999999,2.596571428571451,7.538844455905266,False,0.0,False,Wednesday,5,True
2022-05-26,17.732782369146,388,False,16,149,212,11,0.0,False,8.2,33.0,False,16.6,119.81,False,111.15,3.338571428571413,7.488740462044444,False,0.0,True,Thursday,5,True
2022-05-27,16.5594855305466,319,False,5,60,241,13,0.0,False,12.2,41.0,False,16.2,121.19,False,111.3861111111111,4.043888888888887,7.422029113880337,False,0.0,False,Friday,5,False
