date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-09-20 00:00:00,14.1,8.5,22,0,,,4.1,20,1019.5,438
2024-09-21 00:00:00,15.1,9.1,23,0,,,3.9,17,1019.5,495
2024-09-22 00:00:00,14.7,8.2,21.7,0.1,,,3.5,14,1016.4,237
2024-09-23 00:00:00,15.4,13.1,18.2,10.3,,,8.1,29,1012.3,32
2024-09-24 00:00:00,14.5,10.7,19.5,1.9,,,12.6,46,1010.7,237
2024-09-25 00:00:00,15.9,12.6,19.1,0.1,,,12.1,42,1010.6,206
2024-09-26 00:00:00,14.6,12.8,16.4,52.3,,,8.7,41,1004,0
2024-09-27 00:00:00,14.2,11.6,17.2,0.5,,,15.8,58,1007.2,93
2024-09-28 00:00:00,11,8.5,12.6,3.9,,,12.2,50,1019.2,8
2024-09-29 00:00:00,9.4,4.2,14.4,0,,,9.2,39,1025.9,239
2024-09-30 00:00:00,13.2,8.3,20.3,1.7,,,8.5,57,1018.3,210
2024-10-01 00:00:00,12.7,9.7,14.6,19.6,,,5.9,23,1013.6,2
2024-10-02 00:00:00,11.7,8,13.7,13.2,,,9.9,35,1009.7,104
2024-10-03 00:00:00,9.9,6.2,12.9,0,,,14.4,36,1012.2,33
2024-10-04 00:00:00,10.1,8.8,11.6,0.9,,,15.4,41,1015.7,11
2024-10-05 00:00:00,9.2,5.9,12.8,0,,,7.8,29.6,1017.3,126
2024-10-06 00:00:00,9.6,5.9,13.2,0.7,,,5,22,1012,22
2024-10-07 00:00:00,14.2,8.3,21,0.5,,,7.3,21,1007.9,138
2024-10-08 00:00:00,13.6,11.9,15.1,7.9,,,6.6,21,1005.6,0
2024-10-09 00:00:00,12.8,9.1,16.7,0,,,7.3,28,999.3,129
2024-10-10 00:00:00,14,11.2,16.5,7.1,,,15.3,63,1002.1,117
2024-10-11 00:00:00,11,6.2,14.4,2.3,,,9.3,27,1015.9,242
2024-10-12 00:00:00,9.3,6,12.5,9.5,,,6.8,30,1016.7,69
2024-10-13 00:00:00,13.8,10.7,17.2,5.7,,,13.7,43,1017.9,32
2024-10-14 00:00:00,12.8,9.1,19.9,0,,,9.2,45,1019.5,133
2024-10-15 00:00:00,13,9.1,15.1,2.5,,,6.4,18.5,1019.5,3
2024-10-16 00:00:00,13.6,12.5,15,0,,,8,28,1014.8,11
2024-10-17 00:00:00,13.9,10.2,18.3,0,,,5.2,17,1014.8,99
2024-10-18 00:00:00,13.2,9.6,16.2,0,,,6.8,28,1014.5,22
2024-10-19 00:00:00,11.6,8.1,14.7,0,,,4.2,16,1019.6,46
2024-10-20 00:00:00,12.3,9.1,14.9,0,,,4.5,15,1023.7,74
2024-10-21 00:00:00,10.9,6.7,17.9,0.1,,,3.4,12,1027.6,236
2024-10-22 00:00:00,14.4,10.3,19.2,1.7,,,8.4,21,1028.6,54
2024-10-23 00:00:00,12,10.9,13.2,15.4,,,12,28,1032,1
2024-10-24 00:00:00,12,9.6,15.4,0,,,5.3,17,1027,145
2024-10-25 00:00:00,10.3,9.1,12.1,0,,,4.8,17,1022.6,136
2024-10-26 00:00:00,11.1,10.3,12,0,,,7.6,23,1019.1,55
2024-10-27 00:00:00,12.4,7.7,17.5,0,,,5.8,20,1022.6,182
2024-10-28 00:00:00,10,7.6,14.4,0.1,,,4.4,11,1028,266
2024-10-29 00:00:00,10.1,8.3,11.7,0.2,,,3.7,12,1028.5,199
2024-10-30 00:00:00,10,8.9,10.9,0.2,,,4.7,16,1028.3,118
2024-10-31 00:00:00,10.4,9.3,11.6,0,,,5.7,16,1028.5,58
2024-11-01 00:00:00,9.9,6.9,14.1,0,,,6.9,17,1027,223
2024-11-02 00:00:00,7.3,4.5,9.2,0,,,10.3,27,1028.8,14
2024-11-03 00:00:00,8.4,7.4,9.7,0,,,6.2,22,1030.2,58
2024-11-04 00:00:00,7.9,7.4,8.9,0,,,6.3,25,1028.4,73
2024-11-05 00:00:00,8,5.3,11.7,0,,,5,15,1027.2,117
2024-11-06 00:00:00,7.6,5.1,13,0.1,,,4.5,15,1029.9,85
2024-11-07 00:00:00,9.3,8.1,10.3,0,,,9.6,23,1030.2,7
2024-11-08 00:00:00,8.1,4.5,10.6,0,,,5.7,15,1027.3,103
2024-11-09 00:00:00,7.2,5.5,8.4,0,,,4.1,14,1027.3,65
2024-11-10 00:00:00,6.8,6.4,7.3,0,,,6.9,35,1028.1,42
2024-11-11 00:00:00,6,5.2,6.8,7.6,,,7.7,21,1029.5,22
2024-11-12 00:00:00,5.6,3,6.9,1.3,,,11.4,39,1026.7,7
2024-11-13 00:00:00,3.4,3,4.1,0.1,,,9.4,24.1,1030.2,0
2024-11-14 00:00:00,2.9,0,5,0,,,7,23,1030.1,57
2024-11-15 00:00:00,3.8,0,9,0,,,4.9,28,1028,95
2024-11-16 00:00:00,2.1,-2,6,0,,,7.9,21,1023.8,139
2024-11-17 00:00:00,5.2,1,8,0,,,10,36,1018.4,94
2024-11-18 00:00:00,7.4,4.7,9.4,0,,,8.9,40.8,1016.5,74
2024-11-19 00:00:00,8.6,6.7,10.8,6.7,,,20.6,64,1006.8,2
2024-11-20 00:00:00,4,1.6,9.4,13,,,16.2,59.3,1006.2,146
2024-11-21 00:00:00,0.6,-1,2.5,8.1,,,11.4,37,1002.9,18
2024-11-22 00:00:00,-0.7,-3,1,4.6,,,11.4,43,1011.8,5
2024-11-23 00:00:00,1.2,-1.9,3.9,0,,,8.8,41,1025.4,198
2024-11-24 00:00:00,5.6,0.9,10.2,0,,,11.7,37,1023.4,123
2024-11-25 00:00:00,6.9,-1.8,15.6,0,,,7.9,27,1017,233
2024-11-26 00:00:00,8.4,2.6,11.1,8,,,8.2,30,1022.9,188
2024-11-27 00:00:00,5.3,0.8,10.9,0,,,4.7,21,1024.4,75
2024-11-28 00:00:00,5.9,-0.7,9.7,12.6,,,11.2,51,1026.6,7
2024-11-29 00:00:00,1.9,-0.3,5.1,0,,,9.8,32,1032.9,142
2024-11-30 00:00:00,1.1,0,2.1,0,,,7.1,36,1032.3,49
2024-12-01 00:00:00,1.1,-2,4.8,0,,,7.6,24,1028.9,109
2024-12-02 00:00:00,4.5,-0.6,8.1,7.3,,,5.9,26,1022.1,12
2024-12-03 00:00:00,5.7,2.6,7.5,0.5,,,8,19,1021.4,36
2024-12-04 00:00:00,3.3,1.4,5.6,3.4,,,7.6,19,1026.8,0
2024-12-05 00:00:00,1.8,-0.7,5.2,0.4,,,7,32,1026.8,61
2024-12-06 00:00:00,7.5,4.8,8.8,19.9,,,20.1,60,1017.8,102
2024-12-07 00:00:00,6.7,4,8.3,6.6,,,11,51,1010.5,6
2024-12-08 00:00:00,4.3,3.2,5.4,1.3,,,7.4,27.8,1006.5,0
2024-12-09 00:00:00,3.4,2.7,3.9,2.6,,,18.2,37,1015.1,0
2024-12-10 00:00:00,2.7,2.1,3.2,0,,,16.5,35.2,1022.4,0
2024-12-11 00:00:00,2.4,2.2,2.9,0,,,9.6,27.8,1027.8,17
2024-12-12 00:00:00,2,1.1,2.9,0,,,9.4,23,1030.2,52
2024-12-13 00:00:00,0.8,-0.1,1.9,0,,,6.1,22,1029,16
2024-12-14 00:00:00,1.9,-0.1,4,3.5,,,6.5,24,1025.2,0
2024-12-15 00:00:00,3.1,1.5,4.6,0,,,8,31,1034,22
2024-12-16 00:00:00,3.6,0.2,8.7,0,,,7.3,22,1039.1,215
2024-12-17 00:00:00,2.6,-0.2,8.6,0,,,6.2,19,1033,154
2024-12-18 00:00:00,5,0.4,8.9,0,,,9.3,27,1025.6,54
2024-12-19 00:00:00,5.8,1.7,10.7,3.2,,,17.2,78,1011.6,0
2024-12-20 00:00:00,1.6,-3,3.4,0.1,,,8.9,31.5,1024.3,8
2024-12-21 00:00:00,2.9,-0.6,5.7,1.5,,,14,46,1025.1,79
2024-12-22 00:00:00,4,0.2,7.2,19.7,,,19.1,72,1010.6,0
2024-12-23 00:00:00,1.3,0.4,2.6,1.3,,,8.4,33,1016.5,1
2024-12-24 00:00:00,1.6,-1.1,3.3,0,,,5,28,1030.1,13
2024-12-25 00:00:00,0.1,-2.1,2.7,0,,,7.5,21,1037,134
2024-12-26 00:00:00,-1.1,-3.6,1.5,0,,,7.1,22,1036.8,175
2024-12-27 00:00:00,-1,-1.8,-0.1,0,,,6.1,15,1036.2,97
2024-12-28 00:00:00,-1.2,-2,-0.1,0,,,5.7,13,1034,70
2024-12-29 00:00:00,-1.1,-2.3,2.1,0,,,6.2,14.8,1033.3,108
2024-12-30 00:00:00,-2.2,-3,-1.4,0,,,4.3,14,1034.5,26
2024-12-31 00:00:00,-1.8,-3,1.8,0,,,8.5,18,1033.9,153
2025-01-01 00:00:00,0.3,-2.9,6.5,0,,,10,27,1028.8,241
2025-01-02 00:00:00,5.4,0.4,9.5,18.2,,,21.6,94,1017.4,28
2025-01-03 00:00:00,0,-4.3,1.8,0.2,,,6.7,26,1024,97
2025-01-04 00:00:00,-3.8,-6.2,-0.8,11,,,4.6,19,1023,20
2025-01-05 00:00:00,3.6,-0.7,5.9,24.7,,,13.9,33,1008.3,4
2025-01-06 00:00:00,5.9,0.3,11,10,,,12.4,56,1001.4,36
2025-01-07 00:00:00,5.2,3.3,7.3,3.7,,,15.9,75,1008.8,104
2025-01-08 00:00:00,6.7,1.7,11.6,7.2,,,16,58,1006.6,0
2025-01-09 00:00:00,7.8,2,11.4,6.7,,,21.1,84,1006.3,4
2025-01-10 00:00:00,1.3,-0.8,2.9,0.1,,,7.8,29,1021.4,51
2025-01-11 00:00:00,-1.7,-4.6,2,0,,,8.5,27,1026.2,264
2025-01-12 00:00:00,-2.5,-6.3,1.9,0,,,8.3,27,1037.3,134
2025-01-13 00:00:00,-3.2,-6,-0.8,0,,,12.7,43,1040.1,295
2025-01-14 00:00:00,-3.2,-6,0.3,0,,,6.5,25,1037,178
2025-01-15 00:00:00,-1.6,-7.8,1.9,0,,,7.7,39,1034,11
2025-01-16 00:00:00,2.3,1.5,3.6,0,,,15.8,41,1034.7,17
2025-01-17 00:00:00,0.8,-0.2,1.6,0,,,10.6,29,1036.4,1
2025-01-18 00:00:00,-0.4,-1.3,0.4,0,,,10.7,30,1031.6,44
2025-01-19 00:00:00,-1.2,-2.1,0.2,0,,,4.7,22,1024.4,13
2025-01-20 00:00:00,-2.5,-4.4,-0.6,0,,,3.8,13,1022.4,23
2025-01-21 00:00:00,-1.9,-3.1,-0.5,0,,,3.9,13,1020.3,68
2025-01-22 00:00:00,-0.8,-2,1,0.4,,,4.8,15,1013.7,0
2025-01-23 00:00:00,3.4,-0.5,6.4,2.8,,,9,47,1012.5,9
2025-01-24 00:00:00,5.2,0.5,10,0,,,8.9,31,1015.6,70
2025-01-25 00:00:00,7.3,1.5,15.5,0,,,6.5,28,1011.2,75
2025-01-26 00:00:00,7.1,4.9,10.1,1.1,,,13.5,65,1011.9,276
2025-01-27 00:00:00,6.4,4.5,8.9,34.1,,,9.5,54,1004.8,0
2025-01-28 00:00:00,5.8,4.8,8,7,,,12.2,43,1002.7,14
2025-01-29 00:00:00,6,-0.8,9.7,0.1,,,18,57.4,1011.3,162
2025-01-30 00:00:00,2.6,-2.4,7.7,0.1,,,5.2,18,1017.9,27
2025-01-31 00:00:00,4.1,3.1,5.5,0.8,,,8.8,23,1027.8,0
2025-02-01 00:00:00,1.8,1.1,3.1,0,,,12.1,31,1028.5,1
2025-02-02 00:00:00,1.6,0.8,2.7,0,,,6.7,20,1025.3,14
2025-02-03 00:00:00,1.3,0.6,1.8,0,,,7.8,21,1028.6,38
2025-02-04 00:00:00,1,-2.8,4.2,0,,,4.8,13,1031.4,110
2025-02-05 00:00:00,-1.9,-4.5,0.9,0,,,4,13,1038.9,195
2025-02-06 00:00:00,0.9,-0.9,2.2,0,,,8.5,32,1036,3
2025-02-07 00:00:00,1.7,-1.7,5,0,,,10.3,30,1025.4,33
2025-02-08 00:00:00,0.9,-3.8,8.2,0,,,5,17,1023.1,182
2025-02-09 00:00:00,3.8,-0.1,8,0,,,4.3,17,1027.2,67
2025-02-10 00:00:00,2.4,-1.8,5.9,3.6,,,5.4,17,1024.9,7
2025-02-11 00:00:00,5.6,3.9,6.9,13.8,,,4.6,18,1021.6,1
2025-02-12 00:00:00,7.5,4.6,10.2,1.2,,,6,20.4,1018.4,32
2025-02-13 00:00:00,5.8,2.2,8,5.4,,,9.6,41,1017.6,0
2025-02-14 00:00:00,-0.5,-3.4,2.2,2.2,,,11.4,30,1024,6
2025-02-15 00:00:00,-1.9,-3.9,0.4,0,,,8.4,37,1023.4,211
2025-02-16 00:00:00,-0.6,-3.1,1.9,0,,,6.4,18.5,1018.7,26
2025-02-17 00:00:00,0.4,-0.5,1.2,0,,,11.5,30,1021.5,72
2025-02-18 00:00:00,0.3,-0.9,1.8,0,,,12.1,31,1023.9,125
2025-02-19 00:00:00,-0.3,-2.4,4.1,0,,,7.3,27,1025.9,92
2025-02-20 00:00:00,2.2,-2.6,10.3,0,,,4.1,14,1028.7,114
2025-02-21 00:00:00,3.7,-2,12.9,0,,,3.4,13,1026,81
2025-02-22 00:00:00,6.4,0.4,15.7,0,,,4.9,22,1022.4,68
2025-02-23 00:00:00,7.7,5.7,10.1,1.4,,,4.4,14,1030.3,5
2025-02-24 00:00:00,7.9,5.9,11.3,0,,,5.7,17,1026.5,28
2025-02-25 00:00:00,7.5,5.7,9.8,0.6,,,9,65,1016.6,0
2025-02-26 00:00:00,4.9,1.4,7.3,1.3,,,17.2,71,1020.6,0
2025-02-27 00:00:00,3,-0.9,6.5,1.8,,,9.7,26,1021.5,18
2025-02-28 00:00:00,2.5,-4.2,6.3,0,,,6.8,25,1024.5,89
2025-03-01 00:00:00,3.5,1.9,5,0,,,17.3,47,1027.2,23
2025-03-02 00:00:00,4,1.7,9.1,0,,,12.6,40,1030.5,149
2025-03-03 00:00:00,2.7,-3.9,10.8,0,,,5.1,15,1029.3,431
2025-03-04 00:00:00,3.7,-3.5,13.4,0,,,4.3,20,1027.2,429
2025-03-05 00:00:00,5.1,-3,15.3,0,,,2.5,13,1026.4,480
2025-03-06 00:00:00,6.4,-2.1,16.5,0,,,3.3,13,1023.2,478
2025-03-07 00:00:00,6.2,-2.4,15.9,0,,,4.2,18,1019.8,458
2025-03-08 00:00:00,6.6,-3.1,17,0,,,5,24,1013.8,432
2025-03-09 00:00:00,8.5,-0.9,18.1,0,,,6.8,23,1004.9,304
2025-03-10 00:00:00,7.7,2.6,13.6,0,,,7,27.8,1003.1,45
2025-03-11 00:00:00,7.1,-0.5,14.8,0,,,4,21,1003.3,139
2025-03-12 00:00:00,5.9,1.8,9,3.3,,,6.6,22.2,998.7,0
2025-03-13 00:00:00,5.6,3.4,9,1.5,,,8.4,33.3,997.4,1
2025-03-14 00:00:00,4.2,1.3,7.1,0,,,11.5,27.8,1005,0
2025-03-15 00:00:00,5.2,4.1,6.8,0,,,20.6,35.2,1008.6,0
2025-03-16 00:00:00,3.7,2.9,4.8,4.4,,,7,24.1,1016.3,50
2025-03-17 00:00:00,4.8,2.6,9.5,,,,19.3,25.9,1023,248
2025-03-18 00:00:00,3.8,-1.8,9.9,,,,12.7,31.5,1025.5,449
2025-03-19 00:00:00,5.6,-3.2,15.7,,,,4,22.2,1027,511
2025-03-20 00:00:00,8.1,-1.1,18.5,0,,,3.9,20.4,1025,501
2025-03-21 00:00:00,9.8,1.8,17.2,0,,,7.2,36,1015.7,341
2025-03-22 00:00:00,13.5,6.1,20.4,0,,,7.9,30,1004.6,307
2025-03-23 00:00:00,10.6,8,14.1,1.5,,,7.1,26,1005.6,50
2025-03-24 00:00:00,10.6,6.4,15.6,2.5,,,7,35,1013.2,116
2025-03-25 00:00:00,9.4,6.5,13.7,4.7,,,6.2,26,1019.2,103
2025-03-26 00:00:00,9.2,7.2,12.8,2.1,,,5.3,24,1020.1,8
2025-03-27 00:00:00,8.2,4.6,11.2,3.8,,,15.8,44.5,1018.7,95
2025-03-28 00:00:00,8.2,3.2,11.3,0,,,6.2,26,1012.7,124
2025-03-29 00:00:00,8.7,7.2,11,6.3,,,9.7,32,1014.8,1
2025-03-30 00:00:00,9.4,3.5,14.4,0,,,10.9,36,1020.5,282
2025-03-31 00:00:00,8.5,5.5,10.9,0,,,11.8,35,1023.1,161
2025-04-01 00:00:00,7.1,3.3,11.1,0,,,32,83,1020.5,230
2025-04-02 00:00:00,10.8,5.2,17.4,0,,,21,71,1015.8,421
2025-04-03 00:00:00,11.2,2.2,19.6,0,,,10,34,1020.2,529
2025-04-04 00:00:00,11.9,3.1,20.5,0,,,7.6,27,1017.8,531
2025-04-05 00:00:00,12.9,2.9,20.6,0,,,6.8,30,1013.6,471
2025-04-06 00:00:00,9.1,5.6,13.4,0,,,21.2,51.8,1018.3,517
2025-04-07 00:00:00,6.6,-1.1,13.3,0,,,13.5,50,1022.3,553
2025-04-08 00:00:00,7.5,-1.2,15.2,0,,,9.3,28,1024.4,528
2025-04-09 00:00:00,9.1,0.3,16.3,0,,,8.8,32,1021.8,490
2025-04-10 00:00:00,10.3,1,17.8,0,,,6.2,31,1024.7,532
2025-04-11 00:00:00,11.1,1,20.9,0,,,3.5,17,1021.1,574
2025-04-12 00:00:00,13.2,5.3,20.4,0,,,5.9,19,1012.3,387
2025-04-13 00:00:00,13.5,10.9,16.9,0.5,,,8,30,1009.8,46
2025-04-14 00:00:00,15,11,19.5,0.8,,,9.9,32,1008.3,243
2025-04-15 00:00:00,13.8,7.8,19.8,0,,,6.8,33,1001.4,86
2025-04-16 00:00:00,10.3,6.8,15.7,1.5,,,10.1,41,1007.4,8
2025-04-17 00:00:00,8.4,6.4,10,1.9,,,8.1,27,1009.3,0
2025-04-18 00:00:00,7.5,3.6,10.6,0.2,,,6.8,25.9,1015.2,98
2025-04-19 00:00:00,10.1,-0.2,20.9,0,,,7.8,29,1008.8,371
2025-04-20 00:00:00,9.5,3.8,14.8,0.1,,,10.1,47,1008.3,270
2025-04-21 00:00:00,9.9,4.4,16.2,0,,,9.9,49,1013.3,233
2025-04-22 00:00:00,12.4,4.8,18.7,0,,,5.2,24,1018,350
2025-04-23 00:00:00,11,4.7,18.9,17,,,8.3,59,1015.9,260
2025-04-24 00:00:00,10.2,8.7,13.5,0.7,,,8,50,1017.8,68
2025-04-25 00:00:00,10,8.5,13.6,24.5,,,6.6,29,1018.2,60
2025-04-26 00:00:00,11.7,9.4,15.4,0,,,13.1,40,1017.4,106
2025-04-27 00:00:00,11.7,6.2,17.8,0,,,8.3,30,1021.2,213
2025-04-28 00:00:00,14.4,5.4,22.1,0,,,8.6,28,1023.4,385
2025-04-29 00:00:00,16.3,7.7,24,0,,,10,37,1022.6,566
2025-04-30 00:00:00,16.2,6.3,24.4,0,,,6.9,32,1021.2,619
2025-05-01 00:00:00,16.9,7.4,25.5,0,,,2.9,18.5,1019.4,624
2025-05-02 00:00:00,18,7.4,28,0,,,4.5,21,1017.1,599
2025-05-03 00:00:00,17.8,14.1,22.3,2.2,,,9.9,41,1013.4,125
2025-05-04 00:00:00,14,10.3,18.6,10.3,,,11.6,37,1009.5,85
2025-05-05 00:00:00,8.2,7,9.8,15.5,,,17.8,49,1010.2,0
2025-05-06 00:00:00,8.6,6.9,11,1.5,,,17.6,44,1014.2,0
2025-05-07 00:00:00,10.3,7.3,12.6,0,,,13.3,42,1014.1,16
2025-05-08 00:00:00,11,8,15.2,0,,,12.5,38,1013.2,61
2025-05-09 00:00:00,10.5,5.1,15.8,0,,,15.2,40,1016.2,36
2025-05-10 00:00:00,11.9,3.6,20,0,,,7.4,22.2,1018,593
2025-05-11 00:00:00,15.1,5.6,22.4,0,,,11.5,32,1012.7,621
2025-05-12 00:00:00,14.8,10.4,21.1,0.7,,,9.6,41,1011.9,344
2025-05-13 00:00:00,14.5,9.6,19.8,0,,,7,29.6,1015.6,273
2025-05-14 00:00:00,14.4,5.4,21.4,0,,,4.5,23,1016.4,629
2025-05-15 00:00:00,14.6,7.1,22.3,0,,,11.5,43,1014,361
2025-05-16 00:00:00,12.7,6.7,17.5,0,,,12.3,40,1017.2,442
2025-05-17 00:00:00,13.4,8.3,18.2,0,,,5.7,26,1015.8,328
2025-05-18 00:00:00,13.8,6.6,20.2,0,,,5.8,30,1016.2,447
2025-05-19 00:00:00,15.3,5.6,23,0,,,7.4,25.9,1016.1,515
2025-05-20 00:00:00,16.1,11.9,21.7,6.8,,,6.5,28,1015,100
2025-05-21 00:00:00,14.4,11.7,18,7.4,,,8.4,28,1014.6,15
2025-05-22 00:00:00,11.3,10.1,12.5,5.5,,,7.2,25,1013.3,0
2025-05-23 00:00:00,11.9,8.4,16.3,0.1,,,9.6,32,1016.9,194
2025-05-24 00:00:00,12.4,7.6,17.7,0.4,,,7.3,31,1019.4,277
2025-05-25 00:00:00,14.3,10.1,19.2,1.4,,,9.7,35,1017.9,14
2025-05-26 00:00:00,14.3,12.8,16.3,1.7,,,9,36,1019.8,78
2025-05-27 00:00:00,14.1,9.7,18.4,0,,,7.1,31,1022.3,159
2025-05-28 00:00:00,14.3,11.5,17.1,5.1,,,10,39,1021.7,20
2025-05-29 00:00:00,15.8,10,22,4.2,,,8.1,26,1024.2,145
2025-05-30 00:00:00,18.4,8,27,0,,,3.3,22,1022.5,721
2025-05-31 00:00:00,20.7,10,30,0,,,5.7,25,1018.8,599
2025-06-01 00:00:00,20.6,16,28,4,,,10.1,45,1016.6,340
2025-06-02 00:00:00,17.5,15.8,21.4,6.1,,,7.8,35,1017.3,8
2025-06-03 00:00:00,18,15.1,23.5,4,,,5.3,38,1015.5,186
2025-06-04 00:00:00,16.5,12.3,21.4,11.8,,,6.5,72,1012.5,77
2025-06-05 00:00:00,17.3,14.6,20.7,0.4,,,8,34,1014.6,80
2025-06-06 00:00:00,19.2,16.5,23.4,2.8,,,12.8,43,1014.6,159
2025-06-07 00:00:00,16.1,14.6,17.5,29.9,,,7.7,36,1015.3,42
2025-06-08 00:00:00,15.9,11.6,19.3,0.2,,,13.9,52,1018,222
2025-06-09 00:00:00,15.5,9.7,22,0,,,5.6,18.5,1023.6,673
2025-06-10 00:00:00,16.9,8.1,24.4,0,,,6.8,27.8,1019.9,579
2025-06-11 00:00:00,19.1,10.1,25.9,0,,,7.5,24.1,1018.7,642
2025-06-12 00:00:00,21.3,12.8,29.3,0,,,7.4,23,1016.4,673
2025-06-13 00:00:00,23.7,14.2,31.7,0,,,8.1,27,1018.2,632
2025-06-14 00:00:00,24.9,17.3,32.1,0,,,7.5,28,1018.2,570
2025-06-15 00:00:00,21.1,16.2,28.2,7.6,,,8,28,1019.5,222
2025-06-16 00:00:00,18.7,15.7,22,0,,,12.1,35,1025.4,341
2025-06-17 00:00:00,19.4,12.5,25.1,0,,,14,48,1023.6,686
2025-06-18 00:00:00,20.4,11.6,27.9,0,,,5.4,18.5,1022,686
2025-06-19 00:00:00,22.1,12.9,28.6,0,,,10.1,35.2,1021.2,725
2025-06-20 00:00:00,22.6,15.1,28.2,0,,,14.3,35.2,1020.7,685
2025-06-21 00:00:00,21.5,12.8,29,0,,,8.5,27,1019.6,600
2025-06-22 00:00:00,23.3,13,31.9,0,,,6.5,27.8,1017.8,726
2025-06-23 00:00:00,24,20.3,28.2,7.1,,,12.6,57,1014.9,354
2025-06-24 00:00:00,21.9,14,28.1,0,,,8.9,33.3,1016.7,649
2025-06-25 00:00:00,23.7,14.6,32,0,,,4.9,22.2,1014.7,695
2025-06-26 00:00:00,21.4,17.3,26,4.4,,,10.4,55,1016.7,258
2025-06-27 00:00:00,22,15.6,28,0,,,9.2,27,1023.1,453
2025-06-28 00:00:00,23.6,15.7,30.2,0,,,4.7,22,1024.5,825
2025-06-29 00:00:00,25.7,16.3,32.9,0,,,8,27.8,1021.1,834
2025-06-30 00:00:00,25.4,18.1,32.2,0,,,9.3,40,1016.8,646
2025-07-01 00:00:00,26,20.2,31.9,0,,,8.4,38,1015.8,647
2025-07-02 00:00:00,26.4,18.2,33.9,0,,,6.6,31,1014.7,749
2025-07-03 00:00:00,23.7,18.3,28.3,0,,,9.7,47,1020,440
2025-07-04 00:00:00,22.3,18.6,27.3,29.8,,,7,29,1022.6,517
2025-07-05 00:00:00,21.9,14.6,28.4,0,,,7,34,1017.4,773
2025-07-06 00:00:00,19.6,14.8,24.9,0.4,,,9.5,53,1011.9,260
2025-07-07 00:00:00,15.4,14.1,18,5.6,,,11.9,57,1009.1,36
2025-07-08 00:00:00,13.3,11.4,17.6,7.3,,,11.8,48,1015.3,116
2025-07-09 00:00:00,15.9,11.2,21.3,0,,,6.3,20.4,1021.6,410
2025-07-10 00:00:00,17.1,8.6,23.7,0,,,6.8,28,1021,753
2025-07-11 00:00:00,18.6,9.9,26,0,,,5.6,22,1016.9,626
2025-07-12 00:00:00,19.9,11.8,26.2,0,,,8.6,31,1013,764
2025-07-13 00:00:00,21,11.6,28.7,0,,,9.7,41,1011.8,621
2025-07-14 00:00:00,21.3,17.6,25.9,5.1,,,11.1,44,1018,310
2025-07-15 00:00:00,20.7,18,25,9,,,11,38,1019.3,230
2025-07-16 00:00:00,19.3,16.1,22.1,0,,,11.1,40,1018,24
2025-07-17 00:00:00,18.2,12.4,23.9,12.7,,,7,43,1018,621
2025-07-18 00:00:00,19.4,11.2,27.5,0,,,4.6,19,1014.5,737
2025-07-19 00:00:00,19.1,13,28,4.8,,,7.3,64,1010.9,383
2025-07-20 00:00:00,20.3,15.3,27.9,15,,,6.1,25,1007.7,352
2025-07-21 00:00:00,18.5,16.7,21.7,10.1,,,9.4,38,1009.2,192
2025-07-22 00:00:00,19.2,15.2,23.2,2.2,,,12.3,40,1014.2,469
2025-07-23 00:00:00,19.3,12.7,24.5,0,,,5.7,31,1014.2,538
2025-07-24 00:00:00,17.8,16.1,20.3,13.1,,,7.2,22.2,1013.7,88
2025-07-25 00:00:00,17,14.5,21.6,4.2,,,6.6,27,1016.1,130
2025-07-26 00:00:00,17,15,22.3,27.9,,,6,24,1016.1,15
2025-07-27 00:00:00,17.4,15.3,22.1,12.8,,,8,49,1014.8,89
2025-07-28 00:00:00,14.9,14.1,16,11.5,,,8.9,31,1015.8,4
2025-07-29 00:00:00,16.4,13,21.2,1,,,7.9,28,1019.4,344
2025-07-30 00:00:00,15.7,10,20.5,0.7,,,7.9,38,1018.8,177
2025-07-31 00:00:00,17.8,14.7,22.4,1.3,,,7.7,29.6,1018.5,268
2025-08-01 00:00:00,18.6,14.3,23.8,1.1,,,9.6,52,1013.7,256
2025-08-02 00:00:00,15.2,13.8,17.9,18.4,,,9.5,35,1014.7,51
2025-08-03 00:00:00,16.2,12.4,20.2,0,,,5,22,1020.2,81
2025-08-04 00:00:00,17.5,12.8,23.7,0.1,,,6,20,1022.1,156
2025-08-05 00:00:00,19.7,13,27,0,,,9.6,45,1020,302
2025-08-06 00:00:00,17.4,11.6,22.9,0,,,11.2,36,1023.1,514
2025-08-07 00:00:00,19.3,10.7,28.1,0,,,6.3,26,1019.1,620
2025-08-08 00:00:00,22.1,12.5,31,0,,,5.8,29,1019.2,759
2025-08-09 00:00:00,23.3,14.1,33,0,,,4.6,24,1019.7,765
2025-08-10 00:00:00,23.7,17,30,0,,,6.8,36,1022.5,757
2025-08-11 00:00:00,22.4,14.8,28.9,0,,,10.7,32,1020.3,776
2025-08-12 00:00:00,24.3,15.4,32.5,0,,,6.1,21,1016.6,758
2025-08-13 00:00:00,25.2,16.7,33.5,0,,,4.2,17,1016,752
2025-08-14 00:00:00,24.7,18,31.6,0,,,6.4,30,1017.4,699
2025-08-15 00:00:00,23,17.4,31.9,0,,,4.6,24,1019.8,531
2025-08-16 00:00:00,22.7,17.4,28.4,0,,,7.5,32,1018.6,480
2025-08-17 00:00:00,20.9,15.8,26,0,,,9.4,23,1017.5,523
