date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-10-27 00:00:00,11,9.1,14.4,14.2,,,14.3,50,999.1,160
2023-10-28 00:00:00,11.7,8.2,16.2,1,,,12.9,74,1005,200
2023-10-29 00:00:00,10.3,5.4,15.7,0,,,7.7,23,1004.9,222
2023-10-30 00:00:00,9,3.3,12.5,7.5,,,5.8,30,1004.6,46
2023-10-31 00:00:00,10.4,8.5,12.6,1.5,,,16.5,50,1009.3,0
2023-11-01 00:00:00,8.1,2.1,11.8,0,,,8.3,43,1010.3,168
2023-11-02 00:00:00,7.2,4.9,9.2,8.9,,,9.1,30,994.8,0
2023-11-03 00:00:00,5.8,2.8,8.1,4,,,7.2,24.1,993.8,31
2023-11-04 00:00:00,6.2,2.5,9.8,11.9,,,11,48,992.7,52
2023-11-05 00:00:00,9.3,4,11.2,4.3,,,22.2,69,992,37
2023-11-06 00:00:00,10,7.2,12.5,2.8,,,18.1,59,1010.4,212
2023-11-07 00:00:00,7.2,3.4,10.6,0.5,,,10.2,60,1018,99
2023-11-08 00:00:00,6,2,11.3,0,,,7.8,32,1020.6,378
2023-11-09 00:00:00,4.8,-0.4,9.5,3.8,,,9.3,42,1013,76
2023-11-10 00:00:00,7.2,4,9.8,9.1,,,12.6,42,1006.6,36
2023-11-11 00:00:00,6.4,4.9,8.3,2.1,,,13.2,57,1010.5,116
2023-11-12 00:00:00,4.4,0.8,10.7,27.9,,,10.2,45,1011.2,0
2023-11-13 00:00:00,12.4,10.3,15.1,7,,,24.1,66,1013.6,0
2023-11-14 00:00:00,10.9,8.8,14.9,33.6,,,20.8,68,1014.2,4
2023-11-15 00:00:00,8.8,4.6,11,3.6,,,12.4,50,1021.7,118
2023-11-16 00:00:00,6.8,2.7,11.9,8.6,,,14.6,90,1015.7,19
2023-11-17 00:00:00,7,5.3,10.4,2.3,,,17.1,82,1021.6,0
2023-11-18 00:00:00,4.2,-0.9,7.2,0.3,,,5.5,24,1027.2,31
2023-11-19 00:00:00,10.7,6.6,13.3,8,,,15.8,61,1019.4,51
2023-11-20 00:00:00,9.7,7.6,12.1,0,,,10.7,37,1016.6,91
2023-11-21 00:00:00,7.4,6.4,8.9,4.4,,,7.8,24.1,1015.4,2
2023-11-22 00:00:00,4.6,2.7,6.4,1.1,,,9.8,32,1025.8,1
2023-11-23 00:00:00,2.6,-0.5,6.3,0,,,6.1,22,1028.7,213
2023-11-24 00:00:00,5.1,1.9,7.7,4.3,,,15.4,54,1015.7,31
2023-11-25 00:00:00,1.7,-0.7,3.4,1.2,,,14.1,38.9,1015.8,93
2023-11-26 00:00:00,1.9,-2,4,0.2,,,8.6,34,1019.6,22
2023-11-27 00:00:00,2,-2.2,6.5,4.8,,,9.8,41,1008.8,1
2023-11-28 00:00:00,3.3,-0.2,4.9,9.1,,,17.2,55,1003.1,0
2023-11-29 00:00:00,0.4,-2.6,4.1,0,,,7,28,1010,194
2023-11-30 00:00:00,0.1,-1.3,1.4,24.2,,,4.9,14.8,1003,0
2023-12-01 00:00:00,0.8,0.1,2.3,29.1,,,5.7,19,1002.1,2
2023-12-02 00:00:00,-0.7,-2.7,0.3,9,,,8.1,21,1011.1,1
2023-12-03 00:00:00,-8.2,-13.4,-3.9,0,,,5.3,14,1026.9,163
2023-12-04 00:00:00,-4.6,-7.1,-2.2,0.1,,,5.3,33,1017,0
2023-12-05 00:00:00,2.6,-0.8,5.1,3,,,14.2,45,1011.8,59
2023-12-06 00:00:00,3.2,1.9,3.9,0.9,,,10.7,36,1017.8,9
2023-12-07 00:00:00,0.5,-1.2,2.3,0,,,4.6,21,1021.1,53
2023-12-08 00:00:00,3,-0.1,5,3.6,,,7,18,1014.7,0
2023-12-09 00:00:00,5.5,4.3,8.6,16.4,,,12.1,66,1013.6,25
2023-12-10 00:00:00,7.9,6.2,9.7,3.1,,,19.4,60,1015.7,39
2023-12-11 00:00:00,9.3,6.1,10,12.4,,,16.8,62,1011.6,0
2023-12-12 00:00:00,8.9,7.3,11.3,20.7,,,10.8,44,1010.1,0
2023-12-13 00:00:00,7.6,6,9.3,6.1,,,12.1,38,1004,3
2023-12-14 00:00:00,6,5.1,7.2,1,,,9.4,24,1017.7,2
2023-12-15 00:00:00,3.9,-1.7,6.1,0,,,4.6,30,1036.9,75
2023-12-16 00:00:00,0.1,-2.1,2.5,0,,,4.4,15,1044,110
2023-12-17 00:00:00,0.2,-1.1,1.5,0,,,4.8,17,1042.9,81
2023-12-18 00:00:00,0.7,-0.5,3.2,0,,,6.3,17,1039.1,171
2023-12-19 00:00:00,2.2,-1,6.6,0,,,8.4,25,1029.9,299
2023-12-20 00:00:00,4.2,2.4,6.6,2.2,,,9.5,46,1022.9,34
2023-12-21 00:00:00,6.7,4.2,9.2,1.4,,,30.9,94,1013.9,0
2023-12-22 00:00:00,7.8,6.6,9,14,,,29.4,81,1012.4,7
2023-12-23 00:00:00,7.5,6.7,8.9,0.5,,,26.8,66,1019.9,24
2023-12-24 00:00:00,7.4,5.3,9.2,7.1,,,16,53,1020.8,74
2023-12-25 00:00:00,7.7,3.1,11,0.3,,,9.2,34,1019.3,153
2023-12-26 00:00:00,4.8,0.6,9.7,0,,,11.3,37,1022.4,140
2023-12-27 00:00:00,1.7,-2,8.6,0,,,4.4,18,1024.3,201
2023-12-28 00:00:00,4.1,0,8.1,0,,,9,32,1023.3,93
2023-12-29 00:00:00,8.5,4.3,11.2,1.4,,,9.8,42,1020.3,89
2023-12-30 00:00:00,6.3,1,10.7,0,,,6.4,32,1019.7,251
2023-12-31 00:00:00,2.1,-2.4,6.9,2.4,,,9.8,63,1012.7,39
2024-01-01 00:00:00,4.9,1.7,8,1.3,,,14.9,53,1015.6,89
2024-01-02 00:00:00,6.3,0.8,9.1,9.3,,,21.3,73,1009.6,0
2024-01-03 00:00:00,10.2,8.1,12.6,7.6,,,30.5,76,1005,98
2024-01-04 00:00:00,6.8,2.5,9.7,4.9,,,20.6,68,1010.8,64
2024-01-05 00:00:00,3.9,1.1,6.7,2.1,,,4.5,14.8,1007,1
2024-01-06 00:00:00,3.8,2.6,4.8,13.5,,,4.7,14,1009.6,1
2024-01-07 00:00:00,2.1,0,3.8,6.5,,,11.2,40,1014.3,0
2024-01-08 00:00:00,-1.9,-2.9,-0.1,0.1,,,22.2,48,1022.1,0
2024-01-09 00:00:00,-3.3,-4.5,-1.7,0.1,,,17.1,40,1026.2,0
2024-01-10 00:00:00,-2.9,-4.8,-1.1,0.7,,,9.6,22,1027.8,34
2024-01-11 00:00:00,-2.6,-3.1,-1.4,0,,,10.9,26,1029.8,15
2024-01-12 00:00:00,-3,-4,-1.8,0,,,7.7,17,1032.3,112
2024-01-13 00:00:00,-2.9,-4,-1.6,0,,,9.4,26,1027.7,79
2024-01-14 00:00:00,-1.9,-4.1,0.6,0,,,12.2,29,1016.1,188
2024-01-15 00:00:00,0.3,-2.3,2.5,0,,,11.1,41,1010,97
2024-01-16 00:00:00,-2.2,-5.8,1.6,0.5,,,5,16.7,1012.7,234
2024-01-17 00:00:00,3.9,-1.1,8.8,23.7,,,10.3,35,997.6,0
2024-01-18 00:00:00,6.4,-0.7,10.8,9.6,,,15.5,64,997.8,0
2024-01-19 00:00:00,-2.1,-5.4,0.3,0.3,,,8.4,24,1022.3,118
2024-01-20 00:00:00,-4.7,-7.7,-1.1,0,,,6.9,26,1032.4,300
2024-01-21 00:00:00,-3.6,-9.1,2.8,0,,,8.1,22,1034,237
2024-01-22 00:00:00,2.9,-5.6,7.6,11.9,,,16.9,53.7,1026.7,17
2024-01-23 00:00:00,7,4.8,8.9,1.9,,,15.1,55,1032.5,75
2024-01-24 00:00:00,11.4,7.2,13.9,2.9,,,24.5,69,1030.9,19
2024-01-25 00:00:00,9.6,8.3,11.9,8.2,,,6.1,31.5,1031.3,2
2024-01-26 00:00:00,8.6,6.4,10.7,1.4,,,6.6,29.6,1031.5,48
2024-01-27 00:00:00,4.4,-1.1,9.1,0,,,8.2,26,1036.8,298
2024-01-28 00:00:00,0.8,-2.6,4.8,0,,,6.4,18,1035.6,170
2024-01-29 00:00:00,-0.3,-2.1,3.5,0,,,4,13,1035,62
2024-01-30 00:00:00,2.7,-2.8,10.6,0,,,4.4,17,1035.4,77
2024-01-31 00:00:00,4.1,-0.7,10.8,0,,,5.9,14,1035.8,272
2024-02-01 00:00:00,5.7,2.2,7.4,1.8,,,8.8,29,1033.8,15
2024-02-02 00:00:00,6.1,3.2,9.5,0,,,6,20,1035.5,74
2024-02-03 00:00:00,5.3,0.2,12.1,0,,,10.6,29,1032.9,376
2024-02-04 00:00:00,5.7,3.3,9.3,0,,,9.1,29.6,1031.6,133
2024-02-05 00:00:00,4.6,1.6,9.4,0,,,8.4,25,1028.7,336
2024-02-06 00:00:00,3.5,-0.9,9.2,0,,,11.7,40,1023.9,235
2024-02-07 00:00:00,6.8,1.9,10.2,3.6,,,20,65,1015.2,72
2024-02-08 00:00:00,9.1,7,11.7,2,,,18.1,56,1005.6,22
2024-02-09 00:00:00,8.9,7,10.6,6.3,,,8.2,54,994.7,0
2024-02-10 00:00:00,8.2,5.4,11.7,0,,,8.2,32,988,8
2024-02-11 00:00:00,6.9,4.8,9.5,2,,,19.5,48,997.4,33
2024-02-12 00:00:00,6.4,4,8.2,3,,,8.3,41,1008.2,28
2024-02-13 00:00:00,5.5,1.4,10.6,0,,,5,21,1021.5,315
2024-02-14 00:00:00,7.6,2,12.7,0,,,8.7,25,1024.8,85
2024-02-15 00:00:00,7.1,-0.2,13.7,0,,,5.7,16,1021.3,212
2024-02-16 00:00:00,9.8,5.3,14.9,0,,,8.4,28,1019.9,85
2024-02-17 00:00:00,9.6,8.3,10.9,2.8,,,5.9,23,1030.9,6
2024-02-18 00:00:00,8.6,4.1,12.1,1.7,,,7.9,29,1032.3,86
2024-02-19 00:00:00,8.9,7.2,10.7,2.7,,,11.8,41,1030.6,90
2024-02-20 00:00:00,7.3,3.8,10.1,0.7,,,7.2,31,1030.8,269
2024-02-21 00:00:00,6.7,1.4,11.8,0,,,8.3,33,1023.1,148
2024-02-22 00:00:00,9,7.7,11.1,24.8,,,16.7,66,1004.1,0
2024-02-23 00:00:00,5.4,2.7,8.9,4.1,,,13.5,68,1000.7,130
2024-02-24 00:00:00,5.6,0.7,9.4,0,,,11.4,44,1005.2,228
2024-02-25 00:00:00,5.2,-1.6,10.9,0,,,7.3,23,1005.5,307
2024-02-26 00:00:00,7.3,3.6,11.2,0,,,6.2,30,1000.3,38
2024-02-27 00:00:00,7.4,4.6,9.9,0,,,11,36,1010.4,6
2024-02-28 00:00:00,7.7,6.7,9.6,0,,,9.4,31,1019.9,54
2024-02-29 00:00:00,6.9,2.5,10.2,0,,,6.5,20,1015,263
2024-03-01 00:00:00,5.7,2,7.8,4.5,,,6.2,20,1009.2,5
2024-03-02 00:00:00,6.1,2.2,11.4,0,,,6.4,27,1004.9,185
2024-03-03 00:00:00,7.9,2.9,16.5,0,,,9.1,39,999.1,173
2024-03-04 00:00:00,6.3,4.3,9.2,0,,,6.5,33,1011,53
2024-03-05 00:00:00,6.4,5.3,8.6,0.1,,,7.9,30,1016.4,3
2024-03-06 00:00:00,3.4,1.8,4.7,23.6,,,8,24,1022.3,0
2024-03-07 00:00:00,4.2,2.3,6.1,0,,,9.9,31,1020.1,111
2024-03-08 00:00:00,3.1,-1.9,6.7,0,,,10.9,33,1011.5,303
2024-03-09 00:00:00,7.8,0.1,14.6,0,,,9.8,29,1002,282
2024-03-10 00:00:00,7,3.8,10.4,6,,,10,45,996.1,91
2024-03-11 00:00:00,6.5,0.5,12.4,0,,,6.9,25.9,1007.6,313
2024-03-12 00:00:00,6.7,5,8.5,1.6,,,7.8,34,1019.1,20
2024-03-13 00:00:00,7.3,4,10,10.6,,,10.2,33,1020.2,25
2024-03-14 00:00:00,8,2.7,16,0,,,4.1,15,1017.2,259
2024-03-15 00:00:00,11.3,6.3,16.3,1,,,11.7,85,1016.4,220
2024-03-16 00:00:00,9.9,6.8,13.3,12,,,13.9,48,1022.2,122
2024-03-17 00:00:00,8.2,3.2,12.5,0,,,4.1,19,1023.4,95
2024-03-18 00:00:00,9.2,8,11.3,14.5,,,7.6,22,1018.4,26
2024-03-19 00:00:00,9.1,3.3,15.6,0.9,,,5.6,17,1020,324
2024-03-20 00:00:00,9.5,1.5,18,0,,,4,18,1020.6,487
2024-03-21 00:00:00,11.8,6.3,17.6,3.8,,,10.2,41,1024,194
2024-03-22 00:00:00,12.1,5.9,19.2,0,,,6.7,26,1020.4,412
2024-03-23 00:00:00,8.5,3.6,11.8,3.8,,,20.6,76,1014.3,173
2024-03-24 00:00:00,5.3,2.5,8.8,9.7,,,17.6,60,1013.6,146
2024-03-25 00:00:00,6.7,2,11.7,0.4,,,10.9,33,1007.1,527
2024-03-26 00:00:00,9.5,2.3,17.6,0,,,8.5,33,993.4,462
2024-03-27 00:00:00,6.5,3.9,9.6,0,,,13.6,55,990.4,46
2024-03-28 00:00:00,5.3,-1.3,12.4,3.6,,,13.7,66,997.1,170
2024-03-29 00:00:00,10.3,0.8,18.1,0,,,9.4,52,999.3,246
2024-03-30 00:00:00,14.6,8.9,20,0,,,16.6,54,997.9,280
2024-03-31 00:00:00,11.7,4.4,19.4,3.1,,,8.1,29,997.5,264
2024-04-01 00:00:00,9.3,7.7,11.3,3.1,,,14.7,61,1001.2,27
2024-04-02 00:00:00,9.6,6.4,13.7,0.1,,,20.6,63,1014.3,354
2024-04-03 00:00:00,7.8,1.6,12.3,1.8,,,12.5,57,1013.9,26
2024-04-04 00:00:00,12.6,10.1,15.6,0.5,,,14.8,49,1016.7,106
2024-04-05 00:00:00,15.8,7.3,22.7,0,,,9.9,54,1016.9,425
2024-04-06 00:00:00,16.2,8.6,25.3,0,,,8.5,20,1017.9,642
2024-04-07 00:00:00,16,8.9,23.2,0,,,5.4,18.5,1017.5,411
2024-04-08 00:00:00,17.1,9.8,25,0,,,7.8,28,1010.9,392
2024-04-09 00:00:00,10.4,5.9,17.7,1.5,,,14.9,67,1016.4,18
2024-04-10 00:00:00,8.1,6,10.9,0,,,9.6,32,1029.3,188
2024-04-11 00:00:00,9.2,1.8,16.7,0,,,8.4,30,1033.6,653
2024-04-12 00:00:00,12.2,4,21,0,,,3.7,18,1033,648
2024-04-13 00:00:00,15.1,5.7,25,0,,,4,14,1028.4,649
2024-04-14 00:00:00,17.9,9.9,26,0,,,10.7,31,1021.9,637
2024-04-15 00:00:00,14.9,11.8,19.2,8.7,,,14.5,66,1012.4,144
2024-04-16 00:00:00,7.7,4.4,12.4,5.5,,,21.4,66,1012.4,220
2024-04-17 00:00:00,5.3,3.3,7.9,3.3,,,13.8,42,1012.5,29
2024-04-18 00:00:00,3.5,1.1,6.8,15.1,,,7.3,31,1017.6,39
2024-04-19 00:00:00,4,0.9,6.1,11.4,,,15.4,56,1019.6,17
2024-04-20 00:00:00,4.4,2.2,8.1,11.2,,,9.6,32,1019.9,51
2024-04-21 00:00:00,2.5,0.2,4.6,8.9,,,7.7,35,1021,28
2024-04-22 00:00:00,2.6,-0.1,4.8,1.3,,,11.8,36,1020.3,3
2024-04-23 00:00:00,4.1,1.8,7.5,0.4,,,12.2,36,1016.8,1
2024-04-24 00:00:00,4.5,1,8,0.1,,,11.3,45,1013.5,207
2024-04-25 00:00:00,5.4,1.6,10.2,0.1,,,9.2,40,1010.5,355
2024-04-26 00:00:00,7.1,0.5,13.5,0,,,5.6,28,1008.3,173
2024-04-27 00:00:00,11.1,0.5,20.8,0,,,9.8,41,1008.5,449
2024-04-28 00:00:00,11.4,7.4,16.2,0,,,14,54,1013.6,136
2024-04-29 00:00:00,12.6,5.1,20.7,0,,,6.8,29,1019.9,432
2024-04-30 00:00:00,15.5,6.9,24.9,0,,,7.2,41,1014.3,572
2024-05-01 00:00:00,16.5,6.9,25.9,0,,,9.3,39,1004.4,484
2024-05-02 00:00:00,13.2,10.3,18,0,,,12.8,69,1002.2,59
2024-05-03 00:00:00,10.6,8.7,13.3,0.1,,,11.9,39,1015.3,31
2024-05-04 00:00:00,12.6,7.6,17.8,0,,,5.5,24,1015.2,222
2024-05-05 00:00:00,15.4,11.6,20.4,1.3,,,14.3,51,1012.2,160
2024-05-06 00:00:00,13,11.5,14.8,10.5,,,7.8,31,1010.9,16
2024-05-07 00:00:00,11.3,10,12.4,10.1,,,4.6,18,1016.2,4
2024-05-08 00:00:00,12.5,9.6,16.4,0.3,,,8.6,34,1022.6,84
2024-05-09 00:00:00,13.7,9.3,18.4,0,,,14.8,43,1023.8,226
2024-05-10 00:00:00,14.6,6,21.5,0,,,11.1,30,1021,749
2024-05-11 00:00:00,15.6,6.9,23.7,0,,,6.3,22.2,1019.1,792
2024-05-12 00:00:00,16.9,8.9,25,0,,,5,17,1016.2,536
2024-05-13 00:00:00,17.5,12.4,23,0,,,5.4,22.2,1013.1,309
2024-05-14 00:00:00,16.8,8.4,25.3,0,,,8.9,50,1006.3,659
2024-05-15 00:00:00,14.7,11.8,18,0.4,,,7.7,61,1005.9,35
2024-05-16 00:00:00,12.7,8,17.4,12.2,,,8.9,36,1006.4,183
2024-05-17 00:00:00,12.5,9.9,17.6,23.8,,,14.8,38.9,1009.3,132
2024-05-18 00:00:00,13.8,4.9,21.3,3,,,8.5,38,1012.3,480
2024-05-19 00:00:00,14.6,8.6,21.1,0.1,,,7.8,28,1012.3,468
2024-05-20 00:00:00,16.7,8.7,23.4,0,,,8.1,27.8,1009.1,592
2024-05-21 00:00:00,14.2,12.7,16.2,13.8,,,10.7,49,1008.8,55
2024-05-22 00:00:00,14.6,11.9,18.6,1.3,,,9.4,32,1012.9,248
2024-05-23 00:00:00,12.6,10.5,14.7,19.1,,,6.7,28,1017.5,33
2024-05-24 00:00:00,13,9.8,18.9,1.8,,,6,67,1018.7,234
2024-05-25 00:00:00,13.6,7.2,18.9,0,,,5.8,24,1018.5,409
2024-05-26 00:00:00,15.4,6.5,22.7,0.1,,,5.2,31,1018.4,476
2024-05-27 00:00:00,14.9,13.4,17.5,18.2,,,5.5,26,1018.9,76
2024-05-28 00:00:00,15.1,11.5,19.5,4.4,,,7.8,26,1020.5,441
2024-05-29 00:00:00,13.7,10.2,18.7,3.4,,,6.4,30,1016.3,129
2024-05-30 00:00:00,14.7,13.1,17.8,19.1,,,10.5,35,1008.3,76
2024-05-31 00:00:00,11.1,9.9,12.5,26.5,,,12.7,39,1011.6,1
2024-06-01 00:00:00,12.5,10.4,15,9.8,,,7,23,1016.8,12
2024-06-02 00:00:00,14.2,12,17.5,6.7,,,5.7,22,1018.6,52
2024-06-03 00:00:00,14.5,13.2,16.8,5.8,,,7.5,24,1017.7,51
2024-06-04 00:00:00,17.2,12.3,22.5,0,,,6.4,20.4,1014.6,540
2024-06-05 00:00:00,18.5,12.3,22.9,0.5,,,6.6,31.5,1014.2,366
2024-06-06 00:00:00,18.6,12.3,26,3.1,,,9.7,50,1016.4,426
2024-06-07 00:00:00,19.8,14.4,24.9,0.1,,,8,27,1017.3,329
2024-06-08 00:00:00,19.6,15.6,24.2,2.4,,,7.1,41,1013.3,220
2024-06-09 00:00:00,18.2,15.9,21.7,11.3,,,9,40,1008.2,53
2024-06-10 00:00:00,17.4,14.2,22.1,14.9,,,11.8,37,1008.7,438
2024-06-11 00:00:00,12.2,10.1,16.4,3.7,,,7,31,1015.6,36
2024-06-12 00:00:00,13.6,6.7,19.4,0.2,,,7.3,29,1017.6,417
2024-06-13 00:00:00,14.9,9.2,20.3,0.1,,,6.6,29,1017.4,581
2024-06-14 00:00:00,15.7,11.3,20,1.1,,,9,47,1013.5,96
2024-06-15 00:00:00,16,13.1,20.1,9.1,,,9.3,34,1010.7,156
2024-06-16 00:00:00,16.9,10.9,22.9,0.2,,,7.2,40,1011.9,372
2024-06-17 00:00:00,17.8,13.7,23,0.4,,,8.2,31,1014.7,188
2024-06-18 00:00:00,21.2,12.6,30.3,0.1,,,6.4,33,1013.5,517
2024-06-19 00:00:00,22.7,15.3,29.4,0,,,8.5,47,1013.1,614
2024-06-20 00:00:00,21.4,18.3,25.9,0,,,8.3,30,1017,57
2024-06-21 00:00:00,17.6,15.8,20.2,18.4,,,8.1,51,1016,16
2024-06-22 00:00:00,14.9,12.8,18.7,16.8,,,8.6,45,1017.4,71
2024-06-23 00:00:00,15.5,12.1,19.3,0,,,6.6,33,1018.2,99
2024-06-24 00:00:00,20.2,13.2,26.1,0,,,15.5,50,1015.3,533
2024-06-25 00:00:00,20.3,15.1,27.3,9.6,,,10.6,48,1011.5,587
2024-06-26 00:00:00,18.9,15.4,24.6,4,,,6.6,27,1011.6,260
2024-06-27 00:00:00,22.4,16.3,27.9,0,,,9.4,37,1011.7,456
2024-06-28 00:00:00,22.7,17.3,27.3,19.1,,,8.6,52,1015.8,466
2024-06-29 00:00:00,22.8,17.4,28.7,0.6,,,8,52,1011.7,322
2024-06-30 00:00:00,19.4,16.3,22.5,14.5,,,13.2,51,1011.6,69
2024-07-01 00:00:00,18.4,15.9,23.6,0.1,,,10.2,67,1015.7,197
2024-07-02 00:00:00,16.1,13.2,20.2,2.8,,,10,35,1016.8,134
2024-07-03 00:00:00,14.6,12.9,18.1,1.8,,,8.1,31,1013.3,14
2024-07-04 00:00:00,17.3,12.7,22,0,,,13.9,49,1013,191
2024-07-05 00:00:00,19.3,13.4,24.4,0,,,7.4,26,1014,480
2024-07-06 00:00:00,18.1,13.9,25.9,7.5,,,9.3,48,1009.5,193
2024-07-07 00:00:00,15.8,12.7,18.5,2.7,,,7.8,28,1015.5,93
2024-07-08 00:00:00,19.2,11.1,26,0,,,5.3,24,1016.7,572
2024-07-09 00:00:00,22.8,14.4,30.9,0,,,4.8,20.4,1015.3,731
2024-07-10 00:00:00,21.7,19.4,24.8,4.8,,,6.3,24.1,1017,195
2024-07-11 00:00:00,22.7,19,27.9,8.3,,,6.5,32,1016.6,473
2024-07-12 00:00:00,20.5,16.4,25.4,6.7,,,8.4,48,1012.3,55
2024-07-13 00:00:00,17.2,14,21,4.2,,,7.9,24,1014.4,236
2024-07-14 00:00:00,18.2,10.9,24.6,0,,,4.7,36,1014.3,514
2024-07-15 00:00:00,20.9,14.1,29,5,,,6.1,66,1012.4,305
2024-07-16 00:00:00,20.7,18.4,23.7,17.9,,,9.3,34,1015.8,285
2024-07-17 00:00:00,20.6,17.1,24.7,0,,,6.4,24,1020.1,440
2024-07-18 00:00:00,21.1,14.4,27.6,0,,,6.9,20.4,1019.8,694
2024-07-19 00:00:00,22.8,15.4,30.1,0,,,5,25,1017.5,619
2024-07-20 00:00:00,23.6,15.5,30.6,0,,,4.6,22,1011.1,760
2024-07-21 00:00:00,21.9,17.3,27.5,0.6,,,9.7,57,1009.4,293
2024-07-22 00:00:00,20.4,17.6,23.1,2.3,,,7.7,30,1017.4,229
2024-07-23 00:00:00,21.4,17.7,26.5,0,,,9.3,39,1019.8,309
2024-07-24 00:00:00,20.2,17.2,24,0,,,7.9,36,1019.1,394
2024-07-25 00:00:00,19.8,13.9,26.1,0,,,6.7,22.2,1014.9,650
2024-07-26 00:00:00,21.1,13.8,28.4,0,,,5.1,26,1012.6,556
2024-07-27 00:00:00,22.6,15.3,31.4,0.4,,,6.8,36,1013.6,351
2024-07-28 00:00:00,20.6,18.6,23.7,3.9,,,9.2,25,1022,260
2024-07-29 00:00:00,21.1,14,27.4,0,,,10.4,28,1021.3,726
2024-07-30 00:00:00,23.8,15.1,32.8,0,,,4.3,16.7,1016.8,670
2024-07-31 00:00:00,23.4,16.6,32.7,0.3,,,8.2,57,1014,539
2024-08-01 00:00:00,21,16.9,25.1,24.2,,,8.4,51,1013.2,200
2024-08-02 00:00:00,22.5,17.9,27.8,2.5,,,8.2,33,1012.1,340
2024-08-03 00:00:00,21.1,16.5,25.8,0.1,,,7,28,1013.2,407
2024-08-04 00:00:00,20.8,16.9,24.8,0,,,9.1,30,1015.5,284
2024-08-05 00:00:00,22,16.8,27,0,,,5.1,17,1014.4,559
2024-08-06 00:00:00,22.1,14.7,29.6,0,,,5.6,29,1012,724
2024-08-07 00:00:00,20.5,16,25.5,10.7,,,6,41,1013.8,257
2024-08-08 00:00:00,21.3,17.8,25.5,0,,,7.1,28,1016.4,278
2024-08-09 00:00:00,21.4,13.7,28.4,0,,,6.2,26,1018.6,650
2024-08-10 00:00:00,23.2,17,30,0,,,4.6,18.5,1020.4,729
2024-08-11 00:00:00,23.7,15.5,31.5,0,,,7,29,1018.5,674
2024-08-12 00:00:00,25.3,19.5,32.7,9.9,,,8.2,62,1013.4,477
2024-08-13 00:00:00,23.5,17.5,31,1,,,6.6,31,1010.9,658
2024-08-14 00:00:00,24.2,19.3,28.3,0,,,9.8,40,1012,406
2024-08-15 00:00:00,22.8,16,29,0,,,6.2,22,1016.6,644
2024-08-16 00:00:00,23.7,18,29.5,0,,,6.1,27,1016.4,477
2024-08-17 00:00:00,21.3,19.8,23.5,1,,,5.8,23,1014.3,127
2024-08-18 00:00:00,18.3,16.8,19.9,4.5,,,8.4,32,1011.8,8
2024-08-19 00:00:00,18.2,15.8,21.5,0.4,,,10.7,37,1016.9,274
2024-08-20 00:00:00,18.8,14.1,24.9,0,,,6.4,37,1014,385
2024-08-21 00:00:00,18.7,12.1,22.3,0,,,9.3,39,1017.8,311
2024-08-22 00:00:00,17.5,10.1,25.6,0,,,5.4,26,1015.7,641
2024-08-23 00:00:00,20.3,11.8,29.4,0,,,7.5,36,1014.2,667
2024-08-24 00:00:00,22.5,12.7,33.1,0,,,6.1,22,1013,676
2024-08-25 00:00:00,17.8,14.6,24.3,3.8,,,9.4,49,1021.2,151
2024-08-26 00:00:00,17.3,14.8,20.5,0,,,9.3,27.8,1021.9,225
2024-08-27 00:00:00,17.6,12.3,23.1,0,,,10.4,33.3,1020,584
2024-08-28 00:00:00,20.8,12.5,30,0,,,3.9,16.7,1017.5,577
2024-08-29 00:00:00,22.8,14.2,31.6,0,,,4.1,24.1,1017.8,560
2024-08-30 00:00:00,22.4,14.5,30.6,,,,5.2,20.4,1017,406
2024-08-31 00:00:00,23.1,15.7,30.7,0,,,7,20.4,1016.9,435
2024-09-01 00:00:00,22.5,16.3,31.1,2.3,,,7.2,24.1,1014.7,430
2024-09-02 00:00:00,21.4,17,26.3,0.6,,,5.5,24.1,1013.8,488
2024-09-03 00:00:00,22,17,27.6,0,,,5.1,22,1014.6,520
2024-09-04 00:00:00,20.9,17.1,25.3,18.1,,,7.7,42,1014.1,176
2024-09-05 00:00:00,19.4,15.6,23.1,0.6,,,11.6,38,1007.3,56
2024-09-06 00:00:00,18.3,13.3,24,0,,,5.6,24,1011.6,489
2024-09-07 00:00:00,19.9,13,28.2,0,,,6.5,25.9,1011.3,581
2024-09-08 00:00:00,17.6,14.6,19.6,9.2,,,7,24,1011.2,55
2024-09-09 00:00:00,15.2,13,17.6,11.5,,,12,44,1010.4,14
2024-09-10 00:00:00,15.4,11,18.6,0.7,,,11.7,46,1015.4,190
2024-09-11 00:00:00,12.3,8.9,14.6,17.3,,,12,47,1012.5,29
2024-09-12 00:00:00,9.1,6.1,13.8,6.1,,,6.9,33,1015.4,114
2024-09-13 00:00:00,8.6,4.4,11.6,2.8,,,6.3,41,1021.2,6
2024-09-14 00:00:00,9.7,6,13.2,2.5,,,5.9,19,1028.4,51
2024-09-15 00:00:00,9.2,2.6,15.2,0,,,8.7,36,1026.7,540
2024-09-16 00:00:00,8.9,5.2,13.1,3.2,,,5.3,23,1024.4,15
2024-09-17 00:00:00,12.2,9.1,17.2,7,,,11.4,44,1021.5,129
2024-09-18 00:00:00,13.6,7,20.2,0,,,11,44,1019.5,392
2024-09-19 00:00:00,14,8,20.7,0,,,7.8,32,1017.8,350
